simulator,experiment_folder,model,workload,stage_index,metric_name,predicted,actual,mape,mpe,absolute_error,exp_id,hardware,dp,cpu_offload,gpu_mem_util,precision,tp,max_num_batched_tokens
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,0,e2e_mean,4149.670662882528,3610.361284431691,14.937823003376517,14.937823003376517,539.3093784508369,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,0,e2e_p90,4188.3330000000005,3652.537275571376,14.66913775287368,14.66913775287368,535.7957244286245,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,0,e2e_p99,4192.46475,4054.1054230555887,3.4128201540484264,3.4128201540484264,138.35932694441135,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,0,ttft_mean,42.81068608094768,44.458239275341235,3.7058444536902178,-3.7058444536902178,1.6475531943935593,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,0,ttft_p90,49.2475,49.74106717854738,0.9922729980354114,-0.9922729980354114,0.4935671785473801,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,0,ttft_p99,52.219,69.03069022111583,24.35393615110239,-24.35393615110239,16.811690221115832,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,0,itl_mean,16.691398279681216,14.35706711617361,16.259108804178545,16.259108804178545,2.3343311635076063,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,1,e2e_mean,4261.431278299555,3779.1062494528783,12.762939092186276,12.762939092186276,482.3250288466761,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,1,e2e_p90,4431.854,3839.3582820892334,15.432154917002253,15.432154917002253,592.4957179107669,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,1,e2e_p99,4481.269,3881.8717834725976,15.440932878808306,15.440932878808306,599.3972165274026,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,1,ttft_mean,47.081688828472565,46.141645326744765,2.0372994830830815,2.0372994830830815,0.9400435017278,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,1,ttft_p90,55.802,52.13494198396802,7.033781714305225,7.033781714305225,3.66705801603198,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,1,ttft_p99,80.171,54.88287404179573,46.07653370875995,46.07653370875995,25.288125958204276,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,1,itl_mean,17.128347924679193,15.02923785833464,13.96684307035881,13.96684307035881,2.0991100663445543,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,-1,e2e_mean,4224.140928030302,3722.85792777915,13.465004842400468,13.465004842400468,501.2830002511523,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,-1,e2e_p90,4414.5506000000005,3833.373219706118,15.16099129889674,15.16099129889674,581.1773802938824,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,-1,e2e_p99,4479.00148,3898.930551502854,14.877693276007593,14.877693276007593,580.0709284971458,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,-1,ttft_mean,45.65661445981554,45.58050997627692,0.166967161135826,0.166967161135826,0.0761044835386215,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,-1,ttft_p90,53.1621,51.69195467606187,2.8440505551610458,2.8440505551610458,1.4701453239381337,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,-1,ttft_p99,75.47064999999999,59.38805604353548,27.080519262450487,27.080519262450487,16.082593956464514,2,H100,,True,0.9,FP16,2,2048
blis-evolved,2-codellama-34b-tp2-codegen,codellama/CodeLlama-34b-Instruct-hf,codegen,-1,itl_mean,16.982554120205233,14.805185454688786,14.706797643165467,14.706797643165467,2.177368665516447,2,H100,,True,0.9,FP16,2,2048
blis-evolved,3-codellama-34b-tp2-roleplay,codellama/CodeLlama-34b-Instruct-hf,roleplay,0,e2e_mean,4409.522701805556,3669.7311178867753,20.159285793799285,20.159285793799285,739.7915839187804,3,H100,,True,0.9,FP16,2,2048
